chromosome	left	right	locus_tag	gene_name	strand	feature	completeness	name	offset	type
NC_008463.1	4962744	4964910	RS22715	recD	-	gene	complete	PA14_RS22715_recD_176	176	unknown
NC_008463.1	4964906	4968644	RS22720	recB	-	gene	complete	PA14_RS22720_recB_7	7	unknown
NC_008463.1	4964906	4968644	RS22720	recB	-	gene	complete	PA14_RS22720_recB_47	47	unknown
NC_008463.1	4964906	4968644	RS22720	recB	-	gene	complete	PA14_RS22720_recB_87	87	unknown
NC_008463.1	4964906	4968644	RS22720	recB	-	gene	complete	PA14_RS22720_recB_108	108	unknown
NC_008463.1	4968640	4972156	RS22725	recC	-	gene	complete	PA14_RS22725_recC_5	5	unknown
NC_008463.1	4968640	4972156	RS22725	recC	-	gene	complete	PA14_RS22725_recC_35	35	unknown
NC_008463.1	4968640	4972156	RS22725	recC	-	gene	complete	PA14_RS22725_recC_73	73	unknown
NC_008463.1	4968640	4972156	RS22725	recC	-	gene	complete	PA14_RS22725_recC_93	93	unknown
NC_008463.1	4978488	4979958	RS22760	pitA	+	gene	complete	PA14_RS22760_pitA_32	32	unknown
NC_008463.1	4978488	4979958	RS22760	pitA	+	gene	complete	PA14_RS22760_pitA_60	60	unknown
NC_008463.1	4978488	4979958	RS22760	pitA	+	gene	complete	PA14_RS22760_pitA_122	122	unknown
NC_008463.1	4978488	4979958	RS22760	pitA	+	gene	complete	PA14_RS22760_pitA_150	150	unknown
NC_008463.1	4983373	4983856	RS22775	fppA	+	gene	complete	PA14_RS22775_cpaA_23	23	unknown
NC_008463.1	4983373	4983856	RS22775	fppA	+	gene	complete	PA14_RS22775_cpaA_74	74	unknown
NC_008463.1	4983373	4983856	RS22775	fppA	+	gene	complete	PA14_RS22775_cpaA_107	107	unknown
NC_008463.1	4983373	4983856	RS22775	fppA	+	gene	complete	PA14_RS22775_cpaA_170	170	unknown
NC_008463.1	5025201	5026725	RS22970	fumA	+	gene	complete	PA14_RS22970_fumA_2	2	unknown
NC_008463.1	5025201	5026725	RS22970	fumA	+	gene	complete	PA14_RS22970_fumA_27	27	unknown
NC_008463.1	5025201	5026725	RS22970	fumA	+	gene	complete	PA14_RS22970_fumA_50	50	unknown
NC_008463.1	5025201	5026725	RS22970	fumA	+	gene	complete	PA14_RS22970_fumA_72	72	unknown
NC_008463.1	5057248	5057830	RS23140	sodB	+	gene	complete	PA14_RS23140_sodB_2	2	unknown
NC_008463.1	5057248	5057830	RS23140	sodB	+	gene	complete	PA14_RS23140_sodB_22	22	unknown
NC_008463.1	5057248	5057830	RS23140	sodB	+	gene	complete	PA14_RS23140_sodB_44	44	unknown
NC_008463.1	5057248	5057830	RS23140	sodB	+	gene	complete	PA14_RS23140_sodB_71	71	unknown
NC_008463.1	5079034	5080678	RS23240	groL	-	gene	complete	PA14_RS23240_groEL_9	9	unknown
NC_008463.1	5079034	5080678	RS23240	groL	-	gene	complete	PA14_RS23240_groEL_33	33	unknown
NC_008463.1	5079034	5080678	RS23240	groL	-	gene	complete	PA14_RS23240_groEL_72	72	unknown
NC_008463.1	5079034	5080678	RS23240	groL	-	gene	complete	PA14_RS23240_groEL_97	97	unknown
NC_008463.1	5080728	5081022	RS23245	groES	-	gene	complete	PA14_RS23245_groES_14	14	unknown
NC_008463.1	5080728	5081022	RS23245	groES	-	gene	complete	PA14_RS23245_groES_57	57	unknown
NC_008463.1	5080728	5081022	RS23245	groES	-	gene	complete	PA14_RS23245_groES_83	83	unknown
NC_008463.1	5080728	5081022	RS23245	groES	-	gene	complete	PA14_RS23245_groES_104	104	unknown
NC_008463.1	5094302	5095250	RS23315	mutT	-	gene	complete	PA14_RS23315_mutT_21	21	unknown
NC_008463.1	5094302	5095250	RS23315	mutT	-	gene	complete	PA14_RS23315_mutT_42	42	unknown
NC_008463.1	5094302	5095250	RS23315	mutT	-	gene	complete	PA14_RS23315_mutT_94	94	unknown
NC_008463.1	5094302	5095250	RS23315	mutT	-	gene	complete	PA14_RS23315_mutT_134	134	unknown
NC_008463.1	5097423	5100174	RS23330	secA	-	gene	complete	PA14_RS23330_secA_11	11	unknown
NC_008463.1	5097423	5100174	RS23330	secA	-	gene	complete	PA14_RS23330_secA_66	66	unknown
NC_008463.1	5097423	5100174	RS23330	secA	-	gene	complete	PA14_RS23330_secA_98	98	unknown
NC_008463.1	5097423	5100174	RS23330	secA	-	gene	complete	PA14_RS23330_secA_165	165	unknown
NC_008463.1	5101311	5101773	RS23340	.	+	gene	complete	PA14_RS23340_-_80	80	unknown
NC_008463.1	5101311	5101773	RS23340	.	+	gene	complete	PA14_RS23340_-_133	133	unknown
NC_008463.1	5101311	5101773	RS23340	.	+	gene	complete	PA14_RS23340_-_153	153	unknown
NC_008463.1	5101311	5101773	RS23340	.	+	gene	complete	PA14_RS23340_-_197	197	unknown
NC_008463.1	5101833	5102745	RS23345	lpxC	-	gene	complete	PA14_RS23345_lpxC_18	18	unknown
NC_008463.1	5101833	5102745	RS23345	lpxC	-	gene	complete	PA14_RS23345_lpxC_105	105	unknown
NC_008463.1	5101833	5102745	RS23345	lpxC	-	gene	complete	PA14_RS23345_lpxC_151	151	unknown
NC_008463.1	5101833	5102745	RS23345	lpxC	-	gene	complete	PA14_RS23345_lpxC_180	180	unknown
NC_008463.1	5102857	5104042	RS23350	ftsZ	-	gene	complete	PA14_RS23350_ftsZ_33	33	unknown
NC_008463.1	5102857	5104042	RS23350	ftsZ	-	gene	complete	PA14_RS23350_ftsZ_78	78	unknown
NC_008463.1	5102857	5104042	RS23350	ftsZ	-	gene	complete	PA14_RS23350_ftsZ_129	129	unknown
NC_008463.1	5102857	5104042	RS23350	ftsZ	-	gene	complete	PA14_RS23350_ftsZ_171	171	unknown
NC_008463.1	5104092	5105346	RS23355	ftsA	-	gene	complete	PA14_RS23355_ftsA_37	37	unknown
NC_008463.1	5104092	5105346	RS23355	ftsA	-	gene	complete	PA14_RS23355_ftsA_87	87	unknown
NC_008463.1	5104092	5105346	RS23355	ftsA	-	gene	complete	PA14_RS23355_ftsA_125	125	unknown
NC_008463.1	5104092	5105346	RS23355	ftsA	-	gene	complete	PA14_RS23355_ftsA_171	171	unknown
NC_008463.1	5105367	5106231	RS23360	ftsQ	-	gene	complete	PA14_RS23360_ftsQ_19	19	unknown
NC_008463.1	5105367	5106231	RS23360	ftsQ	-	gene	complete	PA14_RS23360_ftsQ_46	46	unknown
NC_008463.1	5105367	5106231	RS23360	ftsQ	-	gene	complete	PA14_RS23360_ftsQ_68	68	unknown
NC_008463.1	5105367	5106231	RS23360	ftsQ	-	gene	complete	PA14_RS23360_ftsQ_93	93	unknown
NC_008463.1	5107190	5108633	RS23370	murC	-	gene	complete	PA14_RS23370_murC_14	14	unknown
NC_008463.1	5107190	5108633	RS23370	murC	-	gene	complete	PA14_RS23370_murC_40	40	unknown
NC_008463.1	5107190	5108633	RS23370	murC	-	gene	complete	PA14_RS23370_murC_96	96	unknown
NC_008463.1	5107190	5108633	RS23370	murC	-	gene	complete	PA14_RS23370_murC_129	129	unknown
NC_008463.1	5108625	5109699	RS23375	murG	-	gene	complete	PA14_RS23375_murG_16	16	unknown
NC_008463.1	5108625	5109699	RS23375	murG	-	gene	complete	PA14_RS23375_murG_36	36	unknown
NC_008463.1	5108625	5109699	RS23375	murG	-	gene	complete	PA14_RS23375_murG_63	63	unknown
NC_008463.1	5108625	5109699	RS23375	murG	-	gene	complete	PA14_RS23375_murG_96	96	unknown
NC_008463.1	5109688	5110888	RS23380	ftsW	-	gene	complete	PA14_RS23380_ftsW_19	19	unknown
NC_008463.1	5109688	5110888	RS23380	ftsW	-	gene	complete	PA14_RS23380_ftsW_68	68	unknown
NC_008463.1	5109688	5110888	RS23380	ftsW	-	gene	complete	PA14_RS23380_ftsW_100	100	unknown
NC_008463.1	5109688	5110888	RS23380	ftsW	-	gene	complete	PA14_RS23380_ftsW_123	123	unknown
NC_008463.1	5110887	5112234	RS23385	murD	-	gene	complete	PA14_RS23385_murD_7	7	unknown
NC_008463.1	5110887	5112234	RS23385	murD	-	gene	complete	PA14_RS23385_murD_28	28	unknown
NC_008463.1	5110887	5112234	RS23385	murD	-	gene	complete	PA14_RS23385_murD_63	63	unknown
NC_008463.1	5110887	5112234	RS23385	murD	-	gene	complete	PA14_RS23385_murD_85	85	unknown
NC_008463.1	5112247	5113330	RS23390	mraY	-	gene	complete	PA14_RS23390_mraY_18	18	unknown
NC_008463.1	5112247	5113330	RS23390	mraY	-	gene	complete	PA14_RS23390_mraY_58	58	unknown
NC_008463.1	5112247	5113330	RS23390	mraY	-	gene	complete	PA14_RS23390_mraY_125	125	unknown
NC_008463.1	5112247	5113330	RS23390	mraY	-	gene	complete	PA14_RS23390_mraY_154	154	unknown
NC_008463.1	5113329	5114706	RS23395	murF	-	gene	complete	PA14_RS23395_murF_11	11	unknown
NC_008463.1	5113329	5114706	RS23395	murF	-	gene	complete	PA14_RS23395_murF_52	52	unknown
NC_008463.1	5113329	5114706	RS23395	murF	-	gene	complete	PA14_RS23395_murF_87	87	unknown
NC_008463.1	5113329	5114706	RS23395	murF	-	gene	complete	PA14_RS23395_murF_110	110	unknown
NC_008463.1	5114698	5116162	RS23400	murE	-	gene	complete	PA14_RS23400_murE_5	5	unknown
NC_008463.1	5114698	5116162	RS23400	murE	-	gene	complete	PA14_RS23400_murE_29	29	unknown
NC_008463.1	5114698	5116162	RS23400	murE	-	gene	complete	PA14_RS23400_murE_55	55	unknown
NC_008463.1	5114698	5116162	RS23400	murE	-	gene	complete	PA14_RS23400_murE_76	76	unknown
NC_008463.1	5116161	5117901	RS23405	ftsI	-	gene	complete	PA14_RS23405_ftsI_19	19	unknown
NC_008463.1	5116161	5117901	RS23405	ftsI	-	gene	complete	PA14_RS23405_ftsI_84	84	unknown
NC_008463.1	5116161	5117901	RS23405	ftsI	-	gene	complete	PA14_RS23405_ftsI_106	106	unknown
NC_008463.1	5116161	5117901	RS23405	ftsI	-	gene	complete	PA14_RS23405_ftsI_139	139	unknown
NC_008463.1	5117897	5118191	RS23410	ftsL	-	gene	complete	PA14_RS23410_ftsL_7	7	unknown
NC_008463.1	5117897	5118191	RS23410	ftsL	-	gene	complete	PA14_RS23410_ftsL_29	29	unknown
NC_008463.1	5117897	5118191	RS23410	ftsL	-	gene	complete	PA14_RS23410_ftsL_87	87	unknown
NC_008463.1	5117897	5118191	RS23410	ftsL	-	gene	complete	PA14_RS23410_ftsL_112	112	unknown
NC_008463.1	5118187	5119129	RS23415	rsmH	-	gene	complete	PA14_RS23415_mraW_9	9	unknown
NC_008463.1	5118187	5119129	RS23415	rsmH	-	gene	complete	PA14_RS23415_mraW_45	45	unknown
NC_008463.1	5118187	5119129	RS23415	rsmH	-	gene	complete	PA14_RS23415_mraW_93	93	unknown
NC_008463.1	5118187	5119129	RS23415	rsmH	-	gene	complete	PA14_RS23415_mraW_141	141	unknown
NC_008463.1	5119131	5119587	RS23420	mraZ	-	gene	complete	PA14_RS23420_mraZ_36	36	unknown
NC_008463.1	5119131	5119587	RS23420	mraZ	-	gene	complete	PA14_RS23420_mraZ_56	56	unknown
NC_008463.1	5119131	5119587	RS23420	mraZ	-	gene	complete	PA14_RS23420_mraZ_93	93	unknown
NC_008463.1	5119131	5119587	RS23420	mraZ	-	gene	complete	PA14_RS23420_mraZ_127	127	unknown
NC_008463.1	5123483	5124077	RS23440	diaA	+	gene	complete	PA14_RS23440_diaA_1	1	unknown
NC_008463.1	5123483	5124077	RS23440	diaA	+	gene	complete	PA14_RS23440_diaA_24	24	unknown
NC_008463.1	5123483	5124077	RS23440	diaA	+	gene	complete	PA14_RS23440_diaA_79	79	unknown
NC_008463.1	5123483	5124077	RS23440	diaA	+	gene	complete	PA14_RS23440_diaA_102	102	unknown
NC_008463.1	5125830	5126613	RS23460	CYC1	-	gene	complete	PA14_RS23460_CYC1_41	41	unknown
NC_008463.1	5125830	5126613	RS23460	CYC1	-	gene	complete	PA14_RS23460_CYC1_67	67	unknown
NC_008463.1	5125830	5126613	RS23460	CYC1	-	gene	complete	PA14_RS23460_CYC1_105	105	unknown
NC_008463.1	5125830	5126613	RS23460	CYC1	-	gene	complete	PA14_RS23460_CYC1_144	144	unknown
NC_008463.1	5126612	5127824	RS23465	CYTB	-	gene	complete	PA14_RS23465_CYTB_38	38	unknown
NC_008463.1	5126612	5127824	RS23465	CYTB	-	gene	complete	PA14_RS23465_CYTB_61	61	unknown
NC_008463.1	5126612	5127824	RS23465	CYTB	-	gene	complete	PA14_RS23465_CYTB_83	83	unknown
NC_008463.1	5126612	5127824	RS23465	CYTB	-	gene	complete	PA14_RS23465_CYTB_142	142	unknown
NC_008463.1	5127823	5128417	RS23470	petA	-	gene	complete	PA14_RS23470_UQCRFS1_40	40	unknown
NC_008463.1	5127823	5128417	RS23470	petA	-	gene	complete	PA14_RS23470_UQCRFS1_94	94	unknown
NC_008463.1	5127823	5128417	RS23470	petA	-	gene	complete	PA14_RS23470_UQCRFS1_115	115	unknown
NC_008463.1	5127823	5128417	RS23470	petA	-	gene	complete	PA14_RS23470_UQCRFS1_176	176	unknown
NC_008463.1	5128666	5129059	RS23475	rpsI	-	gene	complete	PA14_RS23475_rpsI_31	31	unknown
NC_008463.1	5128666	5129059	RS23475	rpsI	-	gene	complete	PA14_RS23475_rpsI_61	61	unknown
NC_008463.1	5128666	5129059	RS23475	rpsI	-	gene	complete	PA14_RS23475_rpsI_129	129	unknown
NC_008463.1	5128666	5129059	RS23475	rpsI	-	gene	complete	PA14_RS23475_rpsI_165	165	unknown
NC_008463.1	5129073	5129502	RS23480	rplM	-	gene	complete	PA14_RS23480_rplM_9	9	unknown
NC_008463.1	5129073	5129502	RS23480	rplM	-	gene	complete	PA14_RS23480_rplM_63	63	unknown
NC_008463.1	5129073	5129502	RS23480	rplM	-	gene	complete	PA14_RS23480_rplM_90	90	unknown
NC_008463.1	5129073	5129502	RS23480	rplM	-	gene	complete	PA14_RS23480_rplM_125	125	unknown
NC_008463.1	5135576	5136923	RS23510	trpS	-	gene	complete	PA14_RS23510_trpS_16	16	unknown
NC_008463.1	5135576	5136923	RS23510	trpS	-	gene	complete	PA14_RS23510_trpS_36	36	unknown
NC_008463.1	5135576	5136923	RS23510	trpS	-	gene	complete	PA14_RS23510_trpS_85	85	unknown
NC_008463.1	5135576	5136923	RS23510	trpS	-	gene	complete	PA14_RS23510_trpS_124	124	unknown
NC_008463.1	5144636	5145692	RS23550	hisC	-	gene	complete	PA14_RS23550_hisC1_20	20	unknown
NC_008463.1	5144636	5145692	RS23550	hisC	-	gene	complete	PA14_RS23550_hisC1_41	41	unknown
NC_008463.1	5144636	5145692	RS23550	hisC	-	gene	complete	PA14_RS23550_hisC1_62	62	unknown
NC_008463.1	5144636	5145692	RS23550	hisC	-	gene	complete	PA14_RS23550_hisC1_93	93	unknown
NC_008463.1	5145694	5147017	RS23555	hisD	-	gene	complete	PA14_RS23555_hisD_6	6	unknown
NC_008463.1	5145694	5147017	RS23555	hisD	-	gene	complete	PA14_RS23555_hisD_36	36	unknown
NC_008463.1	5145694	5147017	RS23555	hisD	-	gene	complete	PA14_RS23555_hisD_93	93	unknown
NC_008463.1	5145694	5147017	RS23555	hisD	-	gene	complete	PA14_RS23555_hisD_132	132	unknown
NC_008463.1	5147142	5147778	RS23560	hisG	-	gene	complete	PA14_RS23560_hisG_9	9	unknown
NC_008463.1	5147142	5147778	RS23560	hisG	-	gene	complete	PA14_RS23560_hisG_50	50	unknown
NC_008463.1	5147142	5147778	RS23560	hisG	-	gene	complete	PA14_RS23560_hisG_77	77	unknown
NC_008463.1	5147142	5147778	RS23560	hisG	-	gene	complete	PA14_RS23560_hisG_100	100	unknown
NC_008463.1	5147795	5149061	RS23565	murA	-	gene	complete	PA14_RS23565_murA_21	21	unknown
NC_008463.1	5147795	5149061	RS23565	murA	-	gene	complete	PA14_RS23565_murA_49	49	unknown
NC_008463.1	5147795	5149061	RS23565	murA	-	gene	complete	PA14_RS23565_murA_80	80	unknown
NC_008463.1	5147795	5149061	RS23565	murA	-	gene	complete	PA14_RS23565_murA_105	105	unknown
NC_008463.1	5152895	5153876	RS23600	kdsD	+	gene	complete	PA14_RS23600_yrbH_9	9	unknown
NC_008463.1	5152895	5153876	RS23600	kdsD	+	gene	complete	PA14_RS23600_yrbH_32	32	unknown
NC_008463.1	5152895	5153876	RS23600	kdsD	+	gene	complete	PA14_RS23600_yrbH_191	191	unknown
NC_008463.1	5152895	5153876	RS23600	kdsD	+	gene	complete	PA14_RS23600_yrbH_215	215	unknown
NC_008463.1	5154423	5154996	RS23610	lptC	+	gene	complete	PA14_RS23610_lptC_2	2	unknown
NC_008463.1	5154423	5154996	RS23610	lptC	+	gene	complete	PA14_RS23610_lptC_134	134	unknown
NC_008463.1	5154423	5154996	RS23610	lptC	+	gene	complete	PA14_RS23610_lptC_158	158	unknown
NC_008463.1	5154423	5154996	RS23610	lptC	+	gene	complete	PA14_RS23610_lptC_206	206	unknown
NC_008463.1	5154982	5155510	RS23615	lptA	+	gene	complete	PA14_RS23615_lptA_20	20	unknown
NC_008463.1	5154982	5155510	RS23615	lptA	+	gene	complete	PA14_RS23615_lptA_47	47	unknown
NC_008463.1	5154982	5155510	RS23615	lptA	+	gene	complete	PA14_RS23615_lptA_68	68	unknown
NC_008463.1	5154982	5155510	RS23615	lptA	+	gene	complete	PA14_RS23615_lptA_97	97	unknown
NC_008463.1	5155509	5156235	RS23620	lptB	+	gene	complete	PA14_RS23620_lptB_20	20	unknown
NC_008463.1	5155509	5156235	RS23620	lptB	+	gene	complete	PA14_RS23620_lptB_48	48	unknown
NC_008463.1	5155509	5156235	RS23620	lptB	+	gene	complete	PA14_RS23620_lptB_77	77	unknown
NC_008463.1	5155509	5156235	RS23620	lptB	+	gene	complete	PA14_RS23620_lptB_122	122	unknown
NC_008463.1	5156460	5157954	RS23625	rpoN	+	gene	complete	PA14_RS23625_rpoN_2	2	unknown
NC_008463.1	5156460	5157954	RS23625	rpoN	+	gene	complete	PA14_RS23625_rpoN_33	33	unknown
NC_008463.1	5156460	5157954	RS23625	rpoN	+	gene	complete	PA14_RS23625_rpoN_68	68	unknown
NC_008463.1	5156460	5157954	RS23625	rpoN	+	gene	complete	PA14_RS23625_rpoN_89	89	unknown
NC_008463.1	5158353	5158818	RS23635	ptsN	+	gene	complete	PA14_RS23635_ptsN_1	1	unknown
NC_008463.1	5158353	5158818	RS23635	ptsN	+	gene	complete	PA14_RS23635_ptsN_24	24	unknown
NC_008463.1	5158353	5158818	RS23635	ptsN	+	gene	complete	PA14_RS23635_ptsN_104	104	unknown
NC_008463.1	5158353	5158818	RS23635	ptsN	+	gene	complete	PA14_RS23635_ptsN_128	128	unknown
NC_008463.1	5174418	5174913	RS23710	mreD	-	gene	complete	PA14_RS23710_mreD_75	75	unknown
NC_008463.1	5174418	5174913	RS23710	mreD	-	gene	complete	PA14_RS23710_mreD_99	99	unknown
NC_008463.1	5174418	5174913	RS23710	mreD	-	gene	complete	PA14_RS23710_mreD_138	138	unknown
NC_008463.1	5174418	5174913	RS23710	mreD	-	gene	complete	PA14_RS23710_mreD_158	158	unknown
NC_008463.1	5174912	5175953	RS23715	mreC	-	gene	complete	PA14_RS23715_mreC_57	57	unknown
NC_008463.1	5174912	5175953	RS23715	mreC	-	gene	complete	PA14_RS23715_mreC_90	90	unknown
NC_008463.1	5174912	5175953	RS23715	mreC	-	gene	complete	PA14_RS23715_mreC_167	167	unknown
NC_008463.1	5174912	5175953	RS23715	mreC	-	gene	complete	PA14_RS23715_mreC_196	196	unknown
NC_008463.1	5175984	5177022	RS23720	mreB	-	gene	complete	PA14_RS23720_mreB_30	30	unknown
NC_008463.1	5175984	5177022	RS23720	mreB	-	gene	complete	PA14_RS23720_mreB_60	60	unknown
NC_008463.1	5175984	5177022	RS23720	mreB	-	gene	complete	PA14_RS23720_mreB_97	97	unknown
NC_008463.1	5175984	5177022	RS23720	mreB	-	gene	complete	PA14_RS23720_mreB_120	120	unknown
NC_008463.1	5177564	5179019	RS23730	gatA	+	gene	complete	PA14_RS23730_gatA_35	35	unknown
NC_008463.1	5177564	5179019	RS23730	gatA	+	gene	complete	PA14_RS23730_gatA_62	62	unknown
NC_008463.1	5177564	5179019	RS23730	gatA	+	gene	complete	PA14_RS23730_gatA_84	84	unknown
NC_008463.1	5177564	5179019	RS23730	gatA	+	gene	complete	PA14_RS23730_gatA_152	152	unknown
NC_008463.1	5179110	5180571	RS23735	gatB	+	gene	complete	PA14_RS23735_gatB_50	50	unknown
NC_008463.1	5179110	5180571	RS23735	gatB	+	gene	complete	PA14_RS23735_gatB_83	83	unknown
NC_008463.1	5179110	5180571	RS23735	gatB	+	gene	complete	PA14_RS23735_gatB_119	119	unknown
NC_008463.1	5179110	5180571	RS23735	gatB	+	gene	complete	PA14_RS23735_gatB_159	159	unknown
NC_008463.1	5231737	5232586	RS23935	nadC	+	gene	complete	PA14_RS23935_nadC_2	2	unknown
NC_008463.1	5231737	5232586	RS23935	nadC	+	gene	complete	PA14_RS23935_nadC_23	23	unknown
NC_008463.1	5231737	5232586	RS23935	nadC	+	gene	complete	PA14_RS23935_nadC_47	47	unknown
NC_008463.1	5231737	5232586	RS23935	nadC	+	gene	complete	PA14_RS23935_nadC_90	90	unknown
NC_008463.1	5238074	5238686	RS23970	coaE	+	gene	complete	PA14_RS23970_coaE_8	8	unknown
NC_008463.1	5238074	5238686	RS23970	coaE	+	gene	complete	PA14_RS23970_coaE_80	80	unknown
NC_008463.1	5238074	5238686	RS23970	coaE	+	gene	complete	PA14_RS23970_coaE_104	104	unknown
NC_008463.1	5238074	5238686	RS23970	coaE	+	gene	complete	PA14_RS23970_coaE_133	133	unknown
NC_008463.1	5364427	5365453	RS24575	comL	+	gene	complete	PA14_RS24575_comL_2	2	unknown
NC_008463.1	5364427	5365453	RS24575	comL	+	gene	complete	PA14_RS24575_comL_32	32	unknown
NC_008463.1	5364427	5365453	RS24575	comL	+	gene	complete	PA14_RS24575_comL_53	53	unknown
NC_008463.1	5364427	5365453	RS24575	comL	+	gene	complete	PA14_RS24575_comL_87	87	unknown
NC_008463.1	5377449	5378394	RS24640	ispH	-	gene	complete	PA14_RS24640_lytB_18	18	unknown
NC_008463.1	5377449	5378394	RS24640	ispH	-	gene	complete	PA14_RS24640_lytB_39	39	unknown
NC_008463.1	5377449	5378394	RS24640	ispH	-	gene	complete	PA14_RS24640_lytB_92	92	unknown
NC_008463.1	5377449	5378394	RS24640	ispH	-	gene	complete	PA14_RS24640_lytB_219	219	unknown
NC_008463.1	5378912	5379422	RS24650	lspA	-	gene	complete	PA14_RS24650_lspA_91	91	unknown
NC_008463.1	5378912	5379422	RS24650	lspA	-	gene	complete	PA14_RS24650_lspA_112	112	unknown
NC_008463.1	5378912	5379422	RS24650	lspA	-	gene	complete	PA14_RS24650_lspA_151	151	unknown
NC_008463.1	5378912	5379422	RS24650	lspA	-	gene	complete	PA14_RS24650_lspA_171	171	unknown
NC_008463.1	5379414	5382246	RS24655	ileS	-	gene	complete	PA14_RS24655_ileS_6	6	unknown
NC_008463.1	5379414	5382246	RS24655	ileS	-	gene	complete	PA14_RS24655_ileS_28	28	unknown
NC_008463.1	5379414	5382246	RS24655	ileS	-	gene	complete	PA14_RS24655_ileS_61	61	unknown
NC_008463.1	5379414	5382246	RS24655	ileS	-	gene	complete	PA14_RS24655_ileS_84	84	unknown
NC_008463.1	5382269	5383208	RS24660	ribF	-	gene	complete	PA14_RS24660_ribF_36	36	unknown
NC_008463.1	5382269	5383208	RS24660	ribF	-	gene	complete	PA14_RS24660_ribF_57	57	unknown
NC_008463.1	5382269	5383208	RS24660	ribF	-	gene	complete	PA14_RS24660_ribF_82	82	unknown
NC_008463.1	5382269	5383208	RS24660	ribF	-	gene	complete	PA14_RS24660_ribF_143	143	unknown
NC_008463.1	5383304	5384843	RS24665	murJ	-	gene	complete	PA14_RS24665_mviN_36	36	unknown
NC_008463.1	5383304	5384843	RS24665	murJ	-	gene	complete	PA14_RS24665_mviN_58	58	unknown
NC_008463.1	5383304	5384843	RS24665	murJ	-	gene	complete	PA14_RS24665_mviN_78	78	unknown
NC_008463.1	5383304	5384843	RS24665	murJ	-	gene	complete	PA14_RS24665_mviN_102	102	unknown
NC_008463.1	5385126	5385402	RS24670	rpsT	+	gene	complete	PA14_RS24670_rpsT_8	8	unknown
NC_008463.1	5385126	5385402	RS24670	rpsT	+	gene	complete	PA14_RS24670_rpsT_35	35	unknown
NC_008463.1	5385126	5385402	RS24670	rpsT	+	gene	complete	PA14_RS24670_rpsT_60	60	unknown
NC_008463.1	5385126	5385402	RS24670	rpsT	+	gene	complete	PA14_RS24670_rpsT_80	80	unknown
NC_008463.1	5385944	5387063	RS24680	proB	-	gene	complete	PA14_RS24680_proB_54	54	unknown
NC_008463.1	5385944	5387063	RS24680	proB	-	gene	complete	PA14_RS24680_proB_93	93	unknown
NC_008463.1	5385944	5387063	RS24680	proB	-	gene	complete	PA14_RS24680_proB_135	135	unknown
NC_008463.1	5385944	5387063	RS24680	proB	-	gene	complete	PA14_RS24680_proB_162	162	unknown
NC_008463.1	5387133	5388354	RS24685	cgtA	-	gene	complete	PA14_RS24685_obg_28	28	unknown
NC_008463.1	5387133	5388354	RS24685	cgtA	-	gene	complete	PA14_RS24685_obg_58	58	unknown
NC_008463.1	5387133	5388354	RS24685	cgtA	-	gene	complete	PA14_RS24685_obg_101	101	unknown
NC_008463.1	5387133	5388354	RS24685	cgtA	-	gene	complete	PA14_RS24685_obg_147	147	unknown
NC_008463.1	5388496	5388754	RS24690	rpmA	-	gene	complete	PA14_RS24690_rpmA_30	30	unknown
NC_008463.1	5388496	5388754	RS24690	rpmA	-	gene	complete	PA14_RS24690_rpmA_61	61	unknown
NC_008463.1	5388496	5388754	RS24690	rpmA	-	gene	complete	PA14_RS24690_rpmA_85	85	unknown
NC_008463.1	5388496	5388754	RS24690	rpmA	-	gene	complete	PA14_RS24690_rpmA_109	109	unknown
NC_008463.1	5389329	5390298	RS24700	ispB	+	gene	complete	PA14_RS24700_ispB_10	10	unknown
NC_008463.1	5389329	5390298	RS24700	ispB	+	gene	complete	PA14_RS24700_ispB_47	47	unknown
NC_008463.1	5389329	5390298	RS24700	ispB	+	gene	complete	PA14_RS24700_ispB_72	72	unknown
NC_008463.1	5389329	5390298	RS24700	ispB	+	gene	complete	PA14_RS24700_ispB_93	93	unknown
NC_008463.1	5433206	5434460	RS24875	glyA	+	gene	complete	PA14_RS24875_glyA_2	2	unknown
NC_008463.1	5433206	5434460	RS24875	glyA	+	gene	complete	PA14_RS24875_glyA_24	24	unknown
NC_008463.1	5433206	5434460	RS24875	glyA	+	gene	complete	PA14_RS24875_glyA_53	53	unknown
NC_008463.1	5433206	5434460	RS24875	glyA	+	gene	complete	PA14_RS24875_glyA_107	107	unknown
NC_008463.1	5476905	5478066	RS25065	.	+	gene	complete	PA14_RS25065_-_23	23	unknown
NC_008463.1	5476905	5478066	RS25065	.	+	gene	complete	PA14_RS25065_-_44	44	unknown
NC_008463.1	5476905	5478066	RS25065	.	+	gene	complete	PA14_RS25065_-_69	69	unknown
NC_008463.1	5476905	5478066	RS25065	.	+	gene	complete	PA14_RS25065_-_90	90	unknown
NC_008463.1	5480420	5481944	RS25085	mqo	+	gene	complete	PA14_RS25085_mqoB_50	50	unknown
NC_008463.1	5480420	5481944	RS25085	mqo	+	gene	complete	PA14_RS25085_mqoB_78	78	unknown
NC_008463.1	5480420	5481944	RS25085	mqo	+	gene	complete	PA14_RS25085_mqoB_98	98	unknown
NC_008463.1	5480420	5481944	RS25085	mqo	+	gene	complete	PA14_RS25085_mqoB_126	126	unknown
